"comid","year","month","day","gbifID","BFI","ftype","waterbody","wbd_classes","decimalLongitude","decimalLatitude","huc12","huc2","numday_above_tmax","numday_below_tmin","dd90_5c","dd90_8c","dd90_10c","dd120_5c","dd120_8c","dd120_10c","dd150_5c","dd150_8c","dd150_10c","maxflow","maxflowdate","minflow","minflowdate","avgflow","maxminflowdiff","avgtemp","streamorder"
19489526,2012,10,18,1896908581,56,"StreamRiver",0,NA,-82.39333716,35.94477796,60101080305,6,0,65,107.7894962,42.7260624,19.95464225,283.2573879,149.4623734,89.24494,588.4922181,367.790966,252.1851328,0.8094784,149.5,0.00666335,272.45,0.074754906,0.80281505,11.95545362,4
19489566,2005,8,5,1896908495,58,"StreamRiver",0,NA,-82.13578294,35.93678205,60101080106,6,0,40.75,175.9767466,78.2338659,41.2166927,406.0441187,228.7082133,146.1383634,772.613509,506.1314509,365.4505857,1.026982,170.35,0.00713055,283.8,0.076515253,1.01985145,13.66354568,4
19489634,2012,10,16,1896908373,56,"StreamRiver",0,NA,-82.38579802,35.92384676,60101080305,6,0,34.6,210.7360137,99.43584815,54.2954822,460.6773116,268.7264183,176.4238193,849.6527247,568.4646417,417.7572806,0.7388494,176.8,0.00545395,282.6,0.066633223,0.73339545,14.42822021,4
19489670,2018,6,20,1883470107,56,"StreamRiver",0,NA,-82.3816209,35.91482429,60101080303,6,0,36.65,197.1891357,90.960395,49.05810155,439.3933192,253.0694536,164.7683302,820.282647,544.8443887,398.2690515,0.75598515,176.8,0.00541015,279.85,0.067039864,0.750575,14.16019849,3
19489742,2006,3,30,1896908332,57,"StreamRiver",0,NA,-82.18941739,35.90734255,60101080203,6,0,35.9,197.5876666,90.3941257,48.7110292,441.084984,252.8882977,163.9911596,822.1375741,544.5809849,397.2371005,0.98154325,157.8,0.0061135,282.7,0.074888344,0.97542975,14.11921762,3
19489794,2008,4,23,1896908200,57,"StreamRiver",0,NA,-82.19817882,35.89713024,60101080203,6,0,35.8,198.4376559,90.91272635,48.90473365,441.4466709,253.0432291,163.8381992,821.2766463,543.5087098,395.852492,1.1884197,194.05,0.0070618,262.15,0.082311575,1.1813579,14.09027225,3
19489798,2001,9,12,1896908230,57,"StreamRiver",0,NA,-82.31999706,35.89550151,60101080303,6,0,40.7,179.6077401,80.10335035,42.1298622,407.6753513,229.9445614,147.2575187,770.6552726,504.162712,363.6797382,1.1033087,139.75,0.0023618,254.9,0.08132,1.1009469,13.65687157,3
19490264,2008,9,3,1896908348,57,"StreamRiver",0,NA,-82.34599624,35.90749086,60101080303,6,0,29.65,232.545077,112.4451642,62.19232815,494.8925807,292.7260278,193.4705406,896.0475996,604.3775455,446.544576,0.93920065,162.9,0.0051852,272.7,0.071799101,0.93401545,14.8085955,3
19490302,2006,3,2,1896908898,57,"ArtificialPath",0,NA,-82.25372241,35.98980047,60101080205,6,0,39.45,152.499719,64.93171945,32.7935234,374.4702906,208.1172806,131.2782285,740.5346091,485.2463547,350.3424905,1.8387224,162.1,0.00449215,261.75,0.1393144,1.83423025,13.54973039,5
19495032,2019,7,26,3067841606,57,"ArtificialPath",0,NA,-82.4450074,36.09946984,60101080606,6,0,49.75,156.5770589,68.4673922,35.68966745,372.6172301,209.2065643,133.6473567,726.7299603,474.9253834,342.1132336,0.5575398,171.5,0.0047499,282.6,0.062752693,0.5527899,13.33504674,5
19495038,2005,7,18,1896909057,56,"ArtificialPath",0,NA,-82.22210426,36.01483554,60101080205,6,0,25.75,253.1472714,125.2266455,70.4945974,531.861067,320.1740112,214.4533155,951.9209368,650.5027698,485.8318094,0.7380372,166.95,0.0029088,265.1,0.062655579,0.7351284,15.31381958,5
19504968,2018,2,15,1831191152,44,"StreamRiver",0,NA,-87.480033,35.4635201,60400040105,6,5.3,20.65,355.2858501,200.69594,128.2317028,688.8037116,447.3100681,320.4810467,1182.184489,850.725258,664.0030936,1.75325245,128.1,0,81.55,0.073097917,1.75325245,17.40141163,4
19513370,2019,7,7,2294448463,29,"StreamRiver",0,NA,-86.92408028,35.75580223,60400030201,6,8.25,21.05,353.8166713,202.6895993,131.1559372,689.2749255,451.8183632,326.3280734,1189.155849,861.7520549,676.3821882,0.95288385,160.05,0.00030955,212.55,0.071241762,0.9525743,17.51758694,2
19513412,2020,5,2,3320836336,30,"StreamRiver",0,NA,-86.8681461,35.72441356,60400030201,6,9.5,19.75,356.2759152,202.649161,129.9759469,704.1224343,462.8841903,334.7872975,1229.885069,898.6468251,710.6312474,18.23237575,176.65,0.00150975,215.75,1.164307532,18.230866,17.8029349,3
19513414,2019,3,30,2980974320,30,"StreamRiver",0,NA,-86.9009089,35.71044868,60400030201,6,8.05,21,355.8183673,204.1203996,132.1799818,691.8894324,453.809947,327.8543137,1192.410838,864.3797384,678.54463,1.0069261,160.1,0.00033735,214.95,0.074875802,1.00658875,17.53690849,3
19514140,2000,10,14,1896908932,43,"StreamRiver",0,NA,-87.84022414,35.99488653,60400040306,6,10.55,19.05,362.2943177,207.4056932,134.5352048,704.349283,462.8668456,335.6272049,1207.786889,876.3044513,689.1669642,1.08679355,211.15,0.00127635,247.95,0.066937801,1.0855172,17.69171239,6
19514282,2000,10,14,1896908867,43,"StreamRiver",0,NA,-87.8248395,35.97490962,60400040306,6,9.8,20.45,353.1187563,200.9478402,129.795051,690.2287191,451.6919306,326.5349294,1188.407167,859.8741576,674.8362168,1.0621137,203.45,0.00120755,251.6,0.068717557,1.06090615,17.52935988,6
19514588,2005,6,6,2447275196,44,"StreamRiver",0,NA,-87.74837196,35.93220241,60400040306,6,8.7,21.2,345.6256064,195.6039492,125.8582727,678.3997997,442.2257478,318.7616857,1171.571228,845.4149822,662.0693148,1.0105899,186.95,0.0022171,255.2,0.068547806,1.0083728,17.37720411,6
19515056,2000,10,13,1896908038,44,"StreamRiver",0,NA,-87.70007369,35.8743684,60400030904,6,9.5,19.7,362.1205628,206.9314344,133.9160937,701.9780125,460.2299578,332.8586382,1201.730795,869.9893819,682.7251622,1.21632155,205.65,0.00135785,269.9,0.065308506,1.2149637,17.59888915,6
19515148,2001,8,28,2462204605,44,"StreamRiver",0,NA,-87.7098936,35.86507237,60400030904,6,9.5,19.7,362.1205628,206.9314344,133.9160937,701.9780125,460.2299578,332.8586382,1201.730795,869.9893819,682.7251622,1.21632155,205.65,0.00135785,269.9,0.065308506,1.2149637,17.59888915,6
19515432,2000,10,13,1896907704,45,"StreamRiver",0,NA,-87.66459419,35.82659196,60400030904,6,7,20.85,352.0229413,199.7681005,128.7171815,685.7683396,447.25765,322.3455944,1178.750311,850.254772,665.4447377,0.9652488,176.25,0.0022924,274.75,0.068029713,0.9629564,17.40174092,6
19516934,2020,6,14,2873778399,36,"StreamRiver",0,NA,-87.10119407,35.67295811,60400030507,6,8.65,19.8,365.9159107,210.4230136,136.1846177,705.7547901,463.3575598,334.5367603,1208.370578,876.0103407,687.3018905,1.0635083,159.5,0.00051175,211.5,0.071832843,1.06299655,17.6234459,6
19517142,2020,6,14,2803076473,36,"StreamRiver",0,NA,-87.0585846,35.63952613,60400030506,6,8.6,20.15,362.770395,208.3712404,134.7731185,701.0606865,459.9005906,331.8769971,1202.481257,871.3613737,683.4558227,1.0455112,147.45,0.0007725,225.3,0.070454812,1.0447387,17.5795847,6
19530900,2019,2,2,2597868785,26,"StreamRiver",0,NA,-86.69409768,35.61548652,60400020702,6,11.35,18.1,370.8199986,212.815281,137.1692953,728.8661395,482.7989196,351.1163563,1269.733273,933.6660534,742.052901,25.48639305,182.6,0.00753915,211.85,1.269879078,25.4788539,18.09793676,3
19531938,2000,9,7,1438650685,29,"ArtificialPath",0,NA,-86.8180056,35.62051348,60400020706,6,8.95,19.4,370.952617,214.7411565,139.914782,712.4954877,469.5797474,340.3900488,1218.003367,885.1313187,696.0490748,1.54281205,186.7,0.00022205,218,0.066832661,1.54259,17.71827088,6
19531956,2020,9,26,2873953044,29,"ArtificialPath",0,NA,-86.78984027,35.58862037,60400020703,6,8.3,19.9,367.5836585,212.2993869,138.0796809,707.2039105,465.2834433,336.8141618,1210.398325,878.5219428,690.1624926,1.5722949,186.7,0.0004092,207.6,0.069816132,1.5718857,17.65116674,6
19531970,2020,8,22,2873749447,32,"ArtificialPath",0,NA,-86.96930908,35.58554713,60400020707,6,9.75,18.5,370.5454051,212.6664932,136.9651222,719.9752537,474.4508141,343.2951797,1240.275418,904.7509785,713.6909965,4.718428,197.9,0.0017101,223.85,0.213527259,4.7167179,17.84727617,6
19534352,2005,8,4,2447288767,30,"StreamRiver",0,NA,-86.46451903,35.34117442,60400020302,6,3.95,21.95,354.5066086,203.0304928,131.0326548,682.8457283,445.1743118,319.3747125,1169.683359,842.0390936,656.3795159,0.98834555,150.55,0.0031451,287.45,0.077731229,0.98520045,17.24495842,1
19534698,2019,1,26,2573830720,34,"StreamRiver",0,NA,-86.10599996,35.48608421,60400020101,6,3.4,21.25,361.9222796,208.7771774,135.5838897,691.1577849,452.2492729,325.4669283,1176.6498,847.8026679,661.1637593,1.52483505,185.45,0.00195575,242.35,0.074880567,1.5228793,17.25553441,4
19567882,2003,7,30,2447288001,46,"StreamRiver",0,NA,-88.11135084,34.65988699,60300060304,6,13.6,12.7,452.1189906,273.1837741,182.6466173,823.07188,556.2173988,409.0598018,1351.232227,994.3777463,787.2614866,1.47255265,167.85,0,5.75,0.053600948,1.47255265,18.58091456,5
19567936,2019,12,14,2596281668,45,"ArtificialPath",1,"LakePond",-88.08817801,34.82620391,60300060307,6,10.45,14.9,428.3364547,254.6931422,168.3381869,791.0377179,529.6869758,387.1894953,1311.47973,960.1289875,757.6819386,1.34052565,155.4,0,6.25,0.053850122,1.34052565,18.28404432,1
19567990,2020,2,27,2596079398,45,"ArtificialPath",1,"LakePond",-88.09325605,34.76789059,60300060306,6,11.9,14,438.1068442,262.2129591,174.0729056,804.4477218,540.7489055,396.2632281,1328.28408,974.5852638,770.1449279,1.4066948,155.15,0,5.9,0.054685665,1.4066948,18.41040127,5
19568202,2005,5,24,2447274046,41,"StreamRiver",0,NA,-87.73393655,34.48705969,60300060201,6,15.55,8.15,519.8375889,323.4303271,219.8630008,929.7431825,644.4121564,482.3183006,1509.178255,1133.847229,911.7533734,5.85686975,168.55,0,5.85,0.231669983,5.85686975,19.36798054,1
19569284,2020,8,28,2868316535,39,"StreamRiver",0,NA,-87.71228278,34.26343645,60300060103,6,7.55,14.8,434.8449886,261.3572111,174.4523117,789.44213,528.6535554,385.8088078,1299.171757,948.3972087,745.6573942,1.613452,164.45,0,10.85,0.068705266,1.613452,18.16982377,4
19578203,2020,9,19,2980789095,44,"StreamRiver",0,NA,-87.35506838,35.25580703,60300050501,6,6.25,20.2,361.6126408,204.3023986,130.06675,696.5681485,451.9977185,323.0187729,1191.007615,856.4488043,667.5804048,1.54879775,153.15,0,7.75,0.083795904,1.54879775,17.45736796,3
19579961,2019,10,9,2518030570,41,"StreamRiver",0,NA,-87.42963252,34.86493451,60300050202,6,10.55,15.35,423.511889,250.599475,164.6732282,781.0548518,520.3707884,378.1971901,1296.513465,945.8294018,743.7290207,1.8254231,185.8,0,6.4,0.080388439,1.8254231,18.19889474,4
19580831,2019,10,9,2517990188,36,"StreamRiver",0,NA,-87.3426179,34.56506368,60300050102,6,9.9,14.6,436.6840669,262.0105882,174.1584503,795.9473668,533.6476729,389.5027674,1310.674179,958.3759088,754.3310033,1.87185945,158.6,0,7.35,0.080987987,1.87185945,18.24973988,4
19618652,2019,3,21,2251829926,35,"StreamRiver",0,NA,-86.72570779,34.95153735,60300020701,6,9.35,16.45,406.9950636,239.4898699,157.054048,759.0563799,503.8755637,365.5706543,1269.252172,924.0713557,725.8549808,2.6060153,167.8,0,7.75,0.089147466,2.6060153,17.98633548,1
19618662,2002,8,16,2447273181,35,"StreamRiver",0,NA,-86.22330929,34.94821859,60300020102,6,1.15,27.55,303.9883136,167.4567317,104.1257184,603.1115452,381.9457941,267.0292409,1056.338753,745.271971,570.6345733,1.06758605,152.7,0.02045155,179.85,0.078309773,1.0471345,16.22998115,3
19618800,2004,4,22,2447290581,35,"StreamRiver",0,NA,-86.13080484,34.916237,60300020101,6,4.6,17.65,386.7530448,225.0273514,146.0960761,726.0816785,477.4334485,343.6726688,1221.338759,882.7282842,689.0712928,1.32671205,115.1,0.0077726,120.5,0.074198794,1.31893945,17.58775995,3
19619038,2020,12,22,3008434981,36,"StreamRiver",0,NA,-86.4771292,34.87556593,60300020307,6,9.5,14.75,424.0556433,252.3375148,166.7256765,781.8713511,522.3191624,380.6232151,1297.991008,948.445669,746.8497218,2.5476471,200.95,0,7.6,0.088381893,2.5476471,18.19812792,4
19619088,2004,4,21,2447285528,35,"StreamRiver",0,NA,-86.20936562,34.87494402,60300020102,6,2.4,23.1,339.7363309,191.4221687,120.9902403,656.8829345,422.6669697,298.9057988,1129.794606,805.6500429,622.0532562,1.19509775,121,0.0076447,131.85,0.073239521,1.18745305,16.84991465,3
19619152,2004,4,22,2447269478,35,"StreamRiver",0,NA,-86.21587761,34.85890723,60300020107,6,2.4,23.1,339.7363309,191.4221687,120.9902403,656.8829345,422.6669697,298.9057988,1129.794606,805.6500429,622.0532562,1.19509775,121,0.0076447,131.85,0.073239521,1.18745305,16.84991465,4
19619656,2020,3,7,2579313062,34,"StreamRiver",0,NA,-86.71296733,34.77708078,60300020501,6,10.35,14.3,430.6914375,257.0511828,170.1884467,791.7467463,530.2412459,386.9799946,1310.117684,958.6121837,755.4302554,2.776364,194.5,0,7.95,0.089766716,2.776364,18.29179556,3
19619778,2019,3,28,2235518388,34,"StreamRiver",0,NA,-86.70065423,34.76094966,60300020501,6,10.95,13.75,435.6554049,260.7781798,172.8879063,798.4135828,535.6198013,391.2344388,1318.572202,965.7784204,761.471975,2.7396043,200.05,0,8.6,0.088176667,2.7396043,18.35145858,4
19619946,2018,8,28,1899796898,34,"StreamRiver",0,NA,-86.63543164,34.72188814,60300020503,6,12.8,12.85,446.0101108,268.2750748,178.4705832,813.3934154,547.5277938,401.0989853,1338.753584,982.8879627,776.5399418,2.59359025,178.05,0,7.65,0.087351716,2.59359025,18.49980522,1
19620036,2019,3,23,2269208586,35,"StreamRiver",0,NA,-86.70197016,34.70727378,60300020505,6,13.05,12.65,449.6701725,271.0580696,180.592208,818.8376265,552.0596765,404.8787108,1346.005494,989.2275436,782.12195,2.607623,178.05,0,9.15,0.084351474,2.607623,18.55131989,4
19620232,2019,2,7,2465098127,34,"StreamRiver",0,NA,-86.62848736,34.693684,60300020503,6,17.45,9.2,482.1781702,292.9605727,195.4803702,877.2159636,598.8259236,443.267754,1438.5947,1070.20466,854.6464909,21.1188844,158.35,0,7.75,0.749896215,21.1188844,19.06764899,2
19620320,2004,4,22,2447272422,34,"StreamRiver",0,NA,-86.3250253,34.6635237,60300020203,6,1.65,25.65,329.2323387,184.0525379,115.5426449,637.6293855,407.014637,285.8677063,1102.165709,781.6602218,600.6949051,1.48183125,141.2,0.00152015,88.55,0.076624284,1.4803111,16.57680383,4
19620462,2019,11,17,2574136452,33,"StreamRiver",0,NA,-86.47360564,34.6256828,60300020405,6,11.4,12.65,449.2473503,270.7316876,180.1820656,815.3123316,548.7430263,401.6971686,1338.763352,982.1976398,775.2517822,2.10424895,144.5,0.00106715,41.15,0.085152117,2.1031818,18.48551709,5
19620668,2006,10,24,2447290560,34,"StreamRiver",0,NA,-86.30697935,34.58520381,60300020204,6,15.1,9.05,477.5013703,290.9669621,195.5323026,856.7905678,581.6525499,429.0821982,1394.795313,1029.657295,817.1468655,2.8033913,152.15,0,7.45,0.087062469,2.8033913,18.94108074,5
19620734,2002,8,15,2447271419,34,"StreamRiver",0,NA,-86.31788187,34.5759264,60300020204,6,14.75,7.65,482.0642389,291.7957488,194.1964138,876.4087888,596.8586491,441.1467372,1434.313436,1064.763296,849.051384,28.7038471,147.7,0,13.9,1.006975526,28.7038471,18.99879123,5
19621370,2020,4,9,2603457396,37,"StreamRiver",0,NA,-86.9915115,34.76322144,60300021105,6,13.15,13.3,448.9864291,271.0828569,180.9115923,817.770106,551.7943451,404.8763166,1344.203431,988.2276699,781.3677829,2.6915386,162.8,0,7.9,0.081431416,2.6915386,18.52417291,1
19621724,2005,2,3,2447271658,33,"ArtificialPath",1,"LakePond",-86.84692282,34.55890924,60300020906,6,13.9,11.65,467.4829417,285.1875901,191.7962215,842.9651306,572.3955565,422.0465078,1376.129574,1015.56,805.2772233,2.6130405,164.45,0,6.95,0.078668619,2.6130405,18.74124144,2
19621770,2018,3,10,1837057172,34,"ArtificialPath",1,"LakePond",-86.94941283,34.56007337,60300021014,6,18.95,7.9,508.9154995,315.1647647,213.2879204,915.1004268,631.9088731,471.6926821,1484.67492,1111.483366,891.2671748,21.548141,135.4,0,8.8,0.772732627,21.548141,19.35624932,2
19621790,2019,3,19,2251829805,32,"ArtificialPath",1,"LakePond",-86.93395675,34.55778702,60300021014,6,13.3,11.9,463.8351478,282.6800751,190.0811565,836.5392661,567.2566023,417.785986,1366.276343,1006.993679,797.5890134,2.7004503,165.9,0,7.25,0.101201687,2.7004503,18.65577323,6
19623718,2005,2,4,1438663914,37,"ArtificialPath",1,"LakePond",-87.28589361,34.73964933,60300021205,6,20.7,6.75,543.1042253,342.2342699,234.9367496,969.6236213,679.3322428,513.2252697,1562.16098,1181.869602,955.7626286,46.42364125,160.65,0,6.9,1.798069412,46.42364125,19.81414071,3
19623780,2020,6,18,2813960558,44,"ArtificialPath",1,"LakePond",-87.80377649,34.74149992,60300050808,6,17.2,7.95,517.6187863,320.7018688,217.64726,927.5388775,641.6574042,480.165816,1507.086637,1131.205164,909.7135758,3.46641135,155.2,0,6,0.148062322,3.46641135,19.41443638,2
19623798,2003,8,8,2447287002,44,"ArtificialPath",1,"LakePond",-87.7489819,34.7418926,60300050808,6,17.45,8,512.0525761,316.6159438,214.3342359,917.4586396,633.0334605,472.3876249,1493.251692,1118.826512,898.1806769,4.9723152,160.3,0,6.55,0.210364316,4.9723152,19.35208649,8
19625606,2004,6,16,2447289611,33,"StreamRiver",0,NA,-86.66808228,34.35715018,60300020602,6,8.25,14.1,441.1060163,265.5683407,176.5411139,798.0569571,534.9130926,389.7257693,1310.001138,956.8925608,751.8052375,1.6729842,124.5,0.00214195,81.75,0.079292408,1.67084225,18.20880563,3
19626486,2018,10,11,1948737527,33,"StreamRiver",0,NA,-87.09083419,34.4572608,60300021008,6,10.85,12.75,458.2560706,278.8306629,187.2225601,825.7282038,558.3791813,410.0762643,1348.798533,991.4495108,783.2391048,2.68225845,173.2,0,7.45,0.083429249,2.68225845,18.50861301,1
19643670,2016,9,20,1315084903,37,"ArtificialPath",1,"LakePond",-85.71737779,35.26829122,60300010101,6,0.25,30.1,291.3462634,160.0816547,99.3873037,584.6154331,370.3293473,259.1383379,1026.216835,722.0527355,551.4065976,2.2575048,144.7,0,16.7,0.086894131,2.2575048,15.87703265,1
19646630,2015,7,10,1675144239,38,"ArtificialPath",1,"LakePond",-85.98001264,34.63820369,60300010606,6,9.5,11.85,439.2669455,262.7896889,173.7817825,799.4127562,534.8950178,389.9125863,1317.146662,962.6358335,757.753402,2.65875215,110.55,0,23.7,0.079945131,2.65875215,18.34428628,8
19650280,2005,10,14,2447285998,36,"ArtificialPath",1,"LakePond",-86.18870119,34.40925554,60300010705,6,11.35,9.95,459.2491625,276.5544814,183.9412301,829.8093518,558.6759394,409.2248509,1356.768315,995.6349023,786.2607915,2.1902914,126.95,0.0001514,25.35,0.068789345,2.19014,18.65774111,4
19650300,2005,6,20,2447289700,36,"ArtificialPath",1,"LakePond",-86.2073222,34.40771326,60300010705,6,11.35,9.95,459.2491625,276.5544814,183.9412301,829.8093518,558.6759394,409.2248509,1356.768315,995.6349023,786.2607915,2.1902914,126.95,0.0001514,25.35,0.068789345,2.19014,18.65774111,1
19650430,2020,5,21,2634507828,35,"ArtificialPath",1,"LakePond",-86.37605819,34.32063958,60300010904,6,9.7,11.35,451.4435913,271.5001479,180.3945621,815.8657537,547.8271579,400.1383148,1335.734655,977.6960595,770.1011217,2.35978635,108.9,0.00079505,31.5,0.073571377,2.3589913,18.44519827,3
19668035,2020,9,4,2873749480,61,"ArtificialPath",0,NA,-84.46242531,35.06726462,60200030210,6,1.6,20.15,331.4634335,183.4241259,114.2501727,641.4043326,407.9734207,286.2300547,1102.11148,778.8786045,597.6464902,0.3940681,108.15,0.0310027,198.4,0.070549119,0.3630654,16.64947912,5
19674081,2014,9,23,1896902261,58,"StreamRiver",0,NA,-83.91005592,35.17756475,60200020402,6,0,29.15,264.9267463,137.9376348,82.0285682,536.5460542,327.7176005,222.716721,952.534535,654.2546833,490.5727038,1.0897017,101.2,0.0125309,108.95,0.089108015,1.0771708,15.3330664,4
19674125,2014,9,22,1896902136,58,"StreamRiver",0,NA,-83.94226328,35.15850798,60200020403,6,0,38.55,220.2469187,109.6950784,62.84280225,465.9395336,276.1651031,183.062595,855.6129283,576.7340106,425.4505054,1.0407059,106,0.01596005,120.9,0.085772452,1.02474585,14.49538807,4
19674159,2009,8,26,1896901994,58,"StreamRiver",0,NA,-83.97220692,35.14370972,60200020403,6,0,32.45,247.7081543,126.8571418,74.31107065,509.497334,307.6312633,207.0452118,916.8859613,625.6582696,466.471017,1.0299122,103.2,0.0116207,126.5,0.083393338,1.0182915,15.0368323,2
19674225,2009,8,26,1896901883,57,"StreamRiver",0,NA,-83.98728569,35.12658931,60200020404,6,0.05,21.65,309.5838021,167.2233679,102.1275254,605.7385577,378.4506453,261.7029149,1047.872222,730.7937994,554.7410999,0.99109865,108.25,0.009033,108.7,0.067607543,0.98206565,16.10830096,4
19674411,2014,9,22,1896901727,57,"StreamRiver",0,NA,-83.96770671,35.07924639,60200020303,6,0.05,22.2,306.6140085,165.2953693,100.8109465,600.8899769,374.787468,258.8178273,1041.189672,725.30667,550.0613419,1.01967915,101.95,0.0069084,104.95,0.067345534,1.01277075,16.05202747,4
19674413,2010,7,20,1896901620,57,"StreamRiver",0,NA,-83.98259137,35.07788729,60200020303,6,0.05,22.2,306.6140085,165.2953693,100.8109465,600.8899769,374.787468,258.8178273,1041.189672,725.30667,550.0613419,1.01967915,101.95,0.0069084,104.95,0.067345534,1.01277075,16.05202747,5
19674799,2004,8,17,1438661504,58,"StreamRiver",0,NA,-83.98004635,35.13831259,60200020404,6,0,30.05,256.9630869,132.4769684,77.87319355,525.1230042,318.5028157,214.9413835,938.8688849,642.7055014,480.3211878,1.04766255,85.8,0.0081982,107.95,0.073431825,1.03946435,15.21200334,4
19674819,2010,7,20,1896901743,56,"ArtificialPath",0,NA,-83.99373549,35.08210197,60200020303,6,0.05,22.2,306.6140085,165.2953693,100.8109465,600.8899769,374.787468,258.8178273,1041.189672,725.30667,550.0613419,1.01967915,101.95,0.0069084,104.95,0.067345534,1.01277075,16.05202747,5
19676753,2001,4,26,1896902386,65,"StreamRiver",0,NA,-84.27654227,35.19305735,60200020903,6,2.05,16.4,351.1275507,196.3399448,122.9931733,672.2446938,431.1914018,304.5003377,1144.798407,813.8921511,627.5907196,0.7365657,94.7,0.0078122,142.5,0.061989442,0.7287535,16.98511728,3
19677197,2009,8,26,1896901853,55,"StreamRiver",0,NA,-84.01379657,35.10222946,60200020404,6,0,29.1,262.3345069,135.9604233,80.3182436,533.3862785,324.3943823,219.4069968,950.4994971,651.9071108,487.9921451,1.0135236,106.1,0.00647805,102.1,0.068317885,1.00704555,15.30471201,4
19678063,2020,11,27,2992712640,45,"ArtificialPath",1,"LakePond",-84.89927553,35.35817461,60200021407,6,7.05,15.9,387.06354,223.5495523,144.0750139,732.0743649,481.1024178,346.913519,1232.815927,891.8822187,697.8068577,1.25917755,93.8,0.00298005,54.25,0.065572734,1.2561975,17.72355687,6
19678311,2019,7,18,2517951685,61,"ArtificialPath",0,NA,-84.50040558,35.18821462,60200020909,6,0.15,31.35,256.8191564,132.8949364,78.9698521,530.6303036,324.3341893,220.9335042,955.0746084,659.1240772,496.6292788,0.85178755,96.95,0.0090205,150.05,0.068327044,0.84276705,15.4266014,5
19678313,2010,7,21,1896902288,63,"ArtificialPath",1,"LakePond",-84.2957446,35.17338079,60200020907,6,1.55,19.35,335.0570855,185.6199518,115.619372,646.658963,411.7697975,289.1153192,1109.18653,784.49822,602.3539723,1.326544,116.4,0.00185785,79.3,0.064861438,1.32468615,16.69531694,5
19678449,2004,11,23,1896901663,55,"ArtificialPath",1,"LakePond",-84.02938711,35.08070338,60200020702,6,0.3,20.3,319.4944978,174.2457743,107.102844,620.6284012,390.1539127,270.9925747,1069.216581,748.9446494,570.3912088,0.97047575,107.6,0.0070824,108.55,0.063845026,0.96339335,16.299498,5
19678455,2010,7,21,1896901635,55,"ArtificialPath",1,"LakePond",-84.02334859,35.07649826,60200020702,6,0.05,21,313.6013609,170.1165703,104.2047974,611.8524375,383.3139485,265.5900629,1056.766163,738.4367978,561.3704026,1.15642295,94.95,0.007501,79.5,0.068391389,1.14892195,16.18834184,5
19678459,2004,11,23,1896901685,57,"ArtificialPath",0,NA,-84.00221938,35.08030599,60200020303,6,0.05,21,313.6013609,170.1165703,104.2047974,611.8524375,383.3139485,265.5900629,1056.766163,738.4367978,561.3704026,1.15642295,94.95,0.007501,79.5,0.068391389,1.14892195,16.18834184,5
19685789,2010,7,20,1896901703,56,"ArtificialPath",0,NA,-84.00522269,35.0751041,60200020702,6,0.05,22.65,302.0299026,162.284523,98.7129424,593.924047,369.600104,254.7650026,1032.099707,718.0151778,543.9255046,1.1162079,90.3,0.0063846,75.9,0.068127912,1.1098233,15.98043459,5
19695701,2019,4,30,2540727914,40,"StreamRiver",0,NA,-85.22321907,35.12650587,60200010502,6,11.8,9.55,454.3472364,270.4602099,177.9809868,832.3195462,559.4966778,409.7061847,1365.993302,1003.170434,793.4447005,3.78814165,112.9,0,18.3,0.144948914,3.78814165,18.61828091,4
19695917,2019,10,6,3058825413,40,"StreamRiver",0,NA,-85.04815089,35.0511582,60200010402,6,7.6,13.2,412.5237332,240.9727723,156.4918202,765.3647444,505.8198344,365.6571431,1271.652054,922.145748,722.0965534,1.86257045,106.25,0,28.8,0.066358168,1.86257045,17.98746863,2
19696139,2020,3,21,3044617456,40,"StreamRiver",0,NA,-85.17739028,35.00493626,60200010905,6,9.15,10.8,432.6615392,255.6905036,167.7215233,793.2263544,527.9580316,383.793577,1307.457764,952.2076208,748.1512194,2.4389536,126.45,0,10.55,0.07997637,2.4389536,18.25069077,5
19696167,2020,4,26,2611260728,39,"StreamRiver",0,NA,-85.36814071,35.00383246,60200011105,6,4.25,16.05,386.5056403,223.0764259,143.2412864,727.3140441,476.6495005,342.1197464,1220.192174,879.5727946,685.1763083,1.44793455,124.5,0.0004959,144.6,0.072687616,1.44743865,17.55754496,5
19696523,2019,7,2,2465110904,40,"ArtificialPath",1,"LakePond",-85.24558033,35.10278101,60200011202,6,8.8,12.3,426.1065762,251.2359564,164.5202195,784.4556489,521.4675237,378.876201,1295.909368,942.9412683,740.4629243,2.5123632,164.4,0,7.6,0.094232274,2.5123632,18.16076398,8
19696651,2017,1,8,1978869084,39,"ArtificialPath",1,"LakePond",-85.5449294,35.02966927,60200011204,6,4.5,16.65,389.5650883,225.4587693,145.3108504,729.7890627,478.5454973,343.7385734,1222.655125,881.4522403,686.7679522,1.82229345,96.25,0,38.55,0.076605207,1.82229345,17.57513858,8
19697211,2019,3,22,2235489974,40,"StreamRiver",0,NA,-85.19674464,34.99525696,60200010904,6,9.15,10.8,432.6615392,255.6905036,167.7215233,793.2263544,527.9580316,383.793577,1307.457764,952.2076208,748.1512194,2.4389536,126.45,0,10.55,0.07997637,2.4389536,18.25069077,4
